item_id,order_id,product_id,quantity,unit_price,discount
100,728,62,1,1480.61,0.11
101,653,,10,786.62,0.22
102,680,52,5,897.21,0.22
103,167,32,10,1148.93,0.24
104,138,53,6,1656.92,
105,735,30,2,1151.97,0.1
106,607,9047,7,1930.36,0.37
107,767,54,,1741.27,0.16
108,178,26,7,1319.77,
109,633,34,7,602.84,0.38
110,471,23,7,1049.1,0.19
111,300,24,5,,0.32
112,507,80,5,1396.18,0.02
113,173,29,6,1593.28,0.2
114,792,69,3,838.95,0.23
115,13,1,6,1253.51,0.13
116,618,3,4,956.53,0.03
117,228,59,5,555.24,0.18
118,426,33,3,1360.48,0.16
119,711,12,10,1144.65,0.38
120,316,43,,773.19,0.12
121,254,57,9,495.07,0.01
122,124,71,3,,0.36
123,521,65,6,1354.12,0.32
124,714,66,-9,1513.1,0.39
125,653,39,2,1390.47,0.02
126,9400,57,1,1526.26,0.16
127,595,75,10,164.78,0.4
128,788,27,-2,917.79,0.37
129,162,4,9,1375.49,0.27
130,616,3,-10,1222.94,0.17
131,3,48,3,1917.39,
132,151,10,-7,945.59,0.34
133,661,68,1,210.4,0.26
134,9962,43,1,233.3,0.02
135,9655,70,2,911.25,0.16
136,307,68,1,918.0,0.21
137,91,9959,10,1372.42,0.29
138,571,5,4,1251.68,0.18
139,288,35,7,1262.28,0.07
140,12,,3,600.02,0.26
141,470,47,5,1141.9,
142,773,38,5,88.85,0.14
143,377,36,7,1655.0,0.11
144,511,32,7,825.17,0.4
145,542,53,6,1165.05,
146,263,24,3,1922.69,0.23
147,418,23,10,1970.61,0.36
148,562,32,8,1731.0,0.16
149,309,16,1,1048.9,0.35
150,783,77,7,24.64,0.0
151,632,9,4,1706.55,0.35
152,508,42,9,942.8,0.01
153,684,9635,3,115.94,0.07
154,105,80,10,804.35,
155,,52,2,950.35,0.15
156,342,62,5,1699.9,0.0
157,75,25,7,198.38,0.02
158,430,12,3,1932.17,0.06
159,496,25,5,1464.87,0.32
160,9767,56,,1732.67,0.31
161,79,78,1,1955.03,0.28
162,552,76,7,389.21,0.1
163,81,13,5,546.14,0.32
164,485,9251,1,1435.06,0.13
165,729,70,9,,0.08
166,558,71,-1,1321.84,0.21
167,290,56,4,1446.14,0.14
168,22,65,7,977.33,0.2
169,733,16,9,1679.0,0.33
170,149,50,9,554.98,0.14
171,413,,3,297.75,0.13
172,304,62,1,1727.77,0.27
173,400,10,4,1155.28,0.17
174,720,9237,1,280.05,0.15
175,222,,1,789.77,0.02
176,90,9558,10,245.76,0.34
177,147,47,6,320.37,0.08
178,589,24,10,1434.63,0.17
179,330,33,10,1903.88,0.02
180,93,16,2,1438.14,0.24
181,408,52,,303.07,0.2
182,431,18,8,25.92,0.18
183,65,9383,4,1363.39,0.03
184,56,45,6,262.25,0.1
185,271,47,6,1390.32,0.4
186,659,68,7,1929.03,0.37
187,200,42,-9,922.71,0.22
188,490,61,5,492.5,0.0
189,195,19,8,429.34,0.27
190,137,42,7,1869.87,0.36
191,243,80,9,1735.6,0.26
192,67,55,3,1034.95,0.12
193,10,62,2,659.87,0.11
194,624,80,4,253.01,0.0
195,443,20,8,936.39,0.08
196,9821,62,4,1119.23,0.02
197,646,37,8,1583.22,0.12
198,777,47,,279.75,0.23
199,196,66,7,1766.66,0.32
200,601,27,10,1399.47,0.23
201,264,77,1,1180.61,0.25
202,427,56,4,1950.84,0.1
203,667,,6,1233.76,0.22
204,716,21,10,1944.48,0.28
205,733,60,2,1695.25,0.31
206,60,43,5,139.45,0.21
207,411,40,10,1075.28,0.35
208,581,50,4,1942.28,0.34
209,588,19,3,19.78,0.17
210,682,67,6,,0.14
211,458,44,9,1712.39,0.12
212,263,39,-10,1225.19,0.37
213,437,3,6,1642.06,0.35
214,275,20,7,126.22,0.02
215,796,36,10,29.17,0.31
216,590,63,3,1112.7,0.04
217,363,49,9,1947.5,0.01
218,599,71,7,7.17,0.29
219,363,68,6,1043.57,0.24
220,451,59,8,728.34,0.15
221,704,67,9,1046.35,0.29
222,284,14,4,340.79,0.36
223,471,54,9,423.52,0.34
224,658,12,9,1847.03,0.32
225,349,73,10,1672.77,0.37
226,640,9155,3,459.86,0.27
227,732,70,9,564.73,0.19
228,322,26,9,1083.87,0.27
229,617,8,9,1975.19,0.3
230,421,27,1,1372.07,0.16
231,618,4,2,1096.63,0.32
232,781,13,1,,0.2
233,466,76,3,1181.01,0.06
234,448,39,1,489.01,0.13
235,231,25,1,1601.73,0.18
236,338,44,6,882.76,0.36
237,529,36,1,625.8,0.39
238,668,14,6,1702.41,0.08
239,617,10,8,1757.29,0.18
240,643,35,5,826.97,0.19
241,438,39,4,1875.58,0.25
242,511,47,10,1820.47,0.27
243,39,18,9,739.74,0.28
244,755,48,5,1077.4,0.23
245,483,33,6,1487.31,0.23
246,625,15,6,31.19,0.06
247,294,13,5,1336.95,0.15
248,295,4,3,1074.35,0.12
249,650,45,10,1453.39,0.23
250,615,49,2,7.98,0.4
251,132,18,5,1229.37,0.22
252,500,9485,8,,0.13
253,252,45,7,1816.39,0.17
254,770,17,10,1565.68,0.14
255,188,63,5,1624.73,0.12
256,184,43,4,1664.33,0.31
257,547,9480,4,1913.62,0.03
258,595,26,5,1394.88,0.24
259,297,2,8,993.62,
260,741,69,5,416.23,0.03
261,16,63,8,199.15,0.25
262,417,9884,7,1644.83,0.26
263,9189,52,3,,0.17
264,142,22,5,1577.58,0.01
265,20,13,,415.58,0.3
266,602,17,6,758.67,0.26
267,263,69,2,388.92,0.26
268,613,33,5,669.85,0.09
269,178,34,4,538.91,0.3
270,641,32,6,358.81,0.19
271,414,48,2,538.68,0.31
272,427,54,6,442.26,0.16
273,784,51,4,679.44,0.22
274,348,32,7,990.24,0.24
275,429,26,4,651.34,0.09
276,423,13,5,1133.19,0.24
277,363,29,2,790.33,0.31
278,134,49,1,,0.11
279,396,36,2,1958.2,0.16
280,148,75,7,1685.68,0.12
281,600,76,4,793.85,0.23
282,393,38,7,905.74,
283,399,14,10,59.94,0.16
284,232,30,8,1835.7,0.17
285,577,70,1,1910.25,0.35
286,11,37,2,1544.46,0.02
287,428,54,9,1998.51,0.3
288,206,34,6,608.22,0.1
289,688,13,10,203.88,0.37
290,,15,2,1168.02,
291,534,72,2,242.87,0.34
292,623,28,9,740.16,
293,653,64,7,248.62,0.23
294,244,11,1,824.87,0.27
295,331,23,5,1787.38,0.0
296,612,79,6,,0.24
297,644,44,7,420.37,0.15
298,,,6,813.16,0.01
299,282,9838,7,1020.94,0.38
300,6,1,7,821.31,0.24
301,484,53,2,247.82,0.35
302,14,69,3,,0.14
303,275,58,6,1780.36,0.04
304,327,57,-9,1186.14,0.37
305,,72,8,1050.76,0.01
306,730,43,6,1743.82,0.05
307,466,37,,77.64,0.03
308,573,4,9,1172.44,0.05
309,246,9833,6,1107.34,0.38
310,285,24,7,1207.47,0.17
311,16,49,6,843.66,0.1
312,425,12,,142.88,0.24
313,409,79,7,595.04,
314,289,24,-5,352.35,0.12
315,351,32,,658.62,0.14
316,388,2,8,127.56,0.4
317,228,11,3,1053.09,0.09
318,633,77,8,594.5,0.06
319,123,46,7,767.99,0.08
320,221,16,9,95.09,0.21
321,109,,6,1239.9,0.2
322,350,56,6,756.26,0.29
323,745,58,3,457.67,0.11
324,667,60,,573.3,0.15
325,776,46,2,1840.39,0.27
326,483,9589,3,1109.78,0.33
327,160,17,7,959.53,0.22
328,139,20,9,714.69,0.06
329,226,64,3,1214.52,0.08
330,771,69,4,1407.56,0.03
331,214,17,9,1428.64,0.04
332,350,27,2,201.23,0.11
333,442,57,6,131.91,0.06
334,375,51,10,941.18,0.16
335,295,9416,3,633.23,0.38
336,147,7,8,1752.25,0.28
337,221,33,3,150.53,0.23
338,300,64,1,577.31,0.14
339,715,7,10,1061.75,0.04
340,456,20,,636.73,0.29
341,688,18,9,855.55,0.0
342,738,67,3,778.46,0.1
343,9808,49,,1212.48,0.2
344,622,37,10,270.5,0.22
345,268,80,10,1861.4,0.15
346,113,61,1,1084.08,0.02
347,654,9,4,132.43,0.16
348,106,36,5,918.87,0.14
349,391,37,8,1100.09,0.01
350,621,68,4,970.05,0.04
351,116,11,7,879.89,
352,329,4,4,752.97,0.1
353,253,47,10,1313.99,0.31
354,718,62,6,1081.15,0.11
355,7,20,3,1802.4,0.18
356,654,48,3,643.27,0.35
357,196,1,-8,254.5,0.29
358,496,61,2,246.14,0.3
359,2,78,2,297.12,0.02
360,695,7,8,1970.98,0.04
361,647,61,10,871.83,0.31
362,241,25,1,1231.91,0.15
363,374,26,3,258.73,0.04
364,292,62,,672.48,
365,407,20,1,273.43,0.14
366,570,27,9,1428.89,0.14
367,259,50,9,,0.39
368,507,18,6,296.77,0.21
369,511,17,1,1379.97,0.29
370,18,9784,6,563.21,0.33
371,743,26,7,,0.36
372,59,,10,1179.35,0.03
373,46,23,4,675.17,
374,758,30,4,1268.55,0.17
375,85,18,7,1042.23,0.14
376,469,1,4,151.93,0.33
377,251,2,4,1211.3,0.25
378,433,78,6,1297.04,0.3
379,408,17,,821.29,0.09
380,795,21,,322.04,0.17
381,660,51,6,,0.22
382,598,31,2,275.48,0.14
383,26,71,6,1919.39,0.21
384,112,50,4,1145.46,0.38
385,546,57,5,1053.54,0.02
386,721,,8,702.41,0.19
387,749,9659,,785.89,0.25
388,,24,7,1211.43,0.33
389,201,3,3,1809.87,0.26
390,753,37,6,992.16,0.31
391,418,64,9,1806.92,0.32
392,390,55,7,711.1,0.35
393,235,46,3,1710.08,
394,679,59,1,1849.0,0.36
395,673,,7,1993.65,0.28
396,370,5,-7,929.64,0.29
397,581,6,8,1814.44,0.34
398,248,72,3,,0.4
399,24,24,4,690.12,0.35
400,230,63,6,380.24,0.32
401,171,52,5,302.23,0.17
402,508,29,6,700.38,0.14
403,83,75,8,1332.8,
404,784,54,2,834.39,0.08
405,488,,3,1523.3,0.1
406,671,,1,850.67,0.09
407,76,56,5,674.5,0.28
408,741,54,2,1895.55,0.38
409,316,65,5,1302.17,0.02
410,180,31,8,726.81,0.15
411,767,37,2,1045.07,0.28
412,40,21,8,241.81,0.26
413,130,50,2,1819.86,
414,516,63,3,200.41,0.22
415,496,15,-10,1030.12,0.18
416,383,26,-1,25.65,0.4
417,628,5,5,1277.71,0.35
418,9799,35,4,549.92,0.27
419,435,70,4,1661.06,0.27
420,62,13,,201.59,0.21
421,749,,9,247.51,0.31
422,665,62,10,30.2,
423,133,11,1,1933.21,0.37
424,688,69,3,437.3,0.0
425,659,39,7,1212.99,0.06
426,242,57,2,1377.76,0.27
427,760,52,8,1090.09,0.38
428,766,37,3,438.74,0.26
429,391,23,4,6.69,0.38
430,105,48,2,,0.4
431,321,49,-10,,0.19
432,226,63,4,806.12,0.09
433,724,77,8,1870.41,0.15
434,149,,3,260.92,0.06
435,411,7,8,1054.01,0.29
436,460,80,3,217.38,0.05
437,567,80,1,868.17,0.2
438,418,26,8,1962.23,0.15
439,624,53,9,146.71,0.23
440,402,68,1,232.09,0.08
441,176,15,4,846.08,
442,47,40,4,955.06,0.07
443,241,77,2,310.53,0.34
444,351,14,10,1402.62,0.07
445,506,54,2,1638.71,0.4
446,268,46,9,507.12,0.09
447,613,52,10,97.05,0.23
448,747,5,10,1733.16,0.28
449,429,,4,435.51,0.25
450,724,38,3,614.73,0.26
451,740,30,4,373.73,0.09
452,275,22,5,314.83,0.39
453,316,57,2,,0.29
454,292,14,10,1080.61,0.28
455,96,,3,774.16,0.03
456,186,74,3,487.51,0.15
457,356,30,10,,0.33
458,237,40,3,591.64,0.15
459,530,69,5,421.33,
460,446,47,4,1456.28,0.07
461,23,74,9,1269.04,0.37
462,9,32,10,1747.88,
463,469,16,1,80.08,0.24
464,292,79,,1925.93,0.17
465,658,3,,1170.56,0.03
466,267,58,-6,840.57,0.29
467,394,63,3,412.8,0.28
468,285,9343,7,820.01,0.28
469,271,23,8,,0.21
470,58,31,8,858.53,0.07
471,256,67,7,1719.61,0.35
472,789,11,,1158.32,0.24
473,378,19,8,922.03,0.21
474,766,55,5,426.51,0.24
475,74,20,7,182.11,0.29
476,366,60,7,1780.93,0.16
477,620,63,8,1932.55,0.34
478,142,76,8,1575.49,0.35
479,289,4,8,845.39,0.14
480,213,27,1,1288.48,0.02
481,248,38,9,1966.47,0.32
482,134,53,1,1724.09,0.01
483,316,75,7,160.2,0.24
484,561,14,4,1499.01,0.18
485,96,66,9,976.29,0.0
486,561,9381,3,740.88,0.14
487,9184,30,3,995.28,0.36
488,160,9,4,1751.96,0.21
489,93,,6,339.48,0.18
490,765,22,9,964.3,0.09
491,318,,2,1938.9,0.37
492,429,41,4,1901.98,0.37
493,638,80,5,1413.23,0.27
494,532,15,10,359.74,0.22
495,734,6,9,134.74,0.1
496,106,78,4,1956.26,0.34
497,198,38,7,180.8,0.1
498,40,25,1,902.31,0.21
499,563,39,8,816.52,0.34
500,760,24,7,1877.83,0.34
501,,14,7,1964.49,0.15
502,652,17,2,811.97,0.06
503,654,52,10,1139.12,0.15
504,9582,1,6,,0.3
505,677,60,6,1233.29,0.29
506,343,24,6,1355.4,0.2
507,17,49,3,1583.63,0.33
508,409,78,10,51.47,0.35
509,210,5,6,865.67,0.05
510,436,79,4,,0.38
511,101,9286,8,,0.11
512,213,43,5,1714.39,0.21
513,316,10,5,921.9,0.23
514,96,,10,666.11,0.09
515,414,68,6,763.1,0.26
516,163,68,1,1521.47,0.04
517,549,39,8,1813.76,0.26
518,276,36,8,672.77,0.03
519,338,77,10,979.65,0.21
520,396,21,2,1678.87,0.26
521,326,10,7,,0.04
522,580,27,3,126.75,0.04
523,159,23,9,565.12,0.22
524,582,67,1,1910.06,0.32
525,6,10,4,880.07,0.1
526,268,9250,10,312.71,0.16
527,718,18,6,1500.03,0.16
528,544,45,3,1607.02,0.15
529,665,28,8,910.71,0.35
530,380,,5,1498.03,0.0
531,577,73,2,914.89,0.15
532,170,44,5,1241.73,0.07
533,451,57,-6,1166.79,0.01
534,314,29,8,,0.04
535,787,79,7,1893.48,0.28
536,680,7,5,927.38,0.34
537,711,69,6,939.26,0.2
538,98,51,6,937.85,0.25
539,794,75,8,1494.94,0.12
540,544,34,4,,
541,105,33,8,1269.03,0.04
542,298,16,10,683.39,0.02
543,27,25,1,160.28,0.14
544,472,74,1,980.32,0.17
545,113,47,9,1542.45,0.37
546,246,48,9,1190.72,0.02
547,237,45,10,19.57,0.11
548,233,56,4,630.73,0.28
549,23,26,1,1330.07,0.37
550,158,50,6,367.04,0.4
551,70,19,9,783.73,0.38
552,271,22,7,169.8,0.04
553,314,51,8,1927.7,0.25
554,294,10,9,1333.14,
555,347,19,9,205.03,0.24
556,287,64,3,335.8,0.38
557,114,24,7,27.78,0.0
558,11,54,,1942.79,0.09
559,68,54,3,88.38,0.22
560,228,6,3,777.31,0.12
561,411,5,,1220.41,0.01
562,499,2,2,1411.81,0.24
563,407,70,1,927.43,0.07
564,800,,1,285.49,0.05
565,527,2,10,467.65,0.31
566,85,1,6,1703.31,0.19
567,167,11,2,305.33,0.22
568,593,2,10,910.32,0.2
569,59,74,7,14.6,0.04
570,245,58,9,909.82,0.33
571,333,76,4,1686.3,0.26
572,740,,8,1792.79,0.11
573,601,39,4,1688.18,
574,609,75,10,1437.65,0.12
575,402,40,6,839.56,0.18
576,346,35,4,1162.04,0.24
577,389,76,7,140.02,0.21
578,468,57,4,1141.16,0.36
579,455,9,8,1519.78,0.4
580,669,22,4,1370.4,0.31
581,411,,7,1134.17,0.39
582,449,69,3,1199.58,0.04
583,272,33,6,578.1,0.19
584,11,33,-5,1809.51,0.21
585,342,4,7,1103.54,0.26
586,173,16,8,73.19,0.36
587,607,74,8,1133.89,0.31
588,162,40,3,,0.05
589,188,9004,1,651.74,0.28
590,164,1,6,598.63,0.38
591,276,52,6,1302.22,0.01
592,53,30,8,,0.31
593,520,64,9,436.25,0.21
594,158,30,,1484.35,0.21
595,580,56,8,1340.27,0.01
596,739,46,-3,1939.22,0.18
597,166,76,6,1829.4,0.32
598,20,60,5,1393.5,0.04
599,422,21,2,1036.68,0.22
600,746,58,7,1418.02,0.18
601,312,80,3,1209.18,0.35
602,531,,10,98.52,0.32
603,429,7,10,577.73,0.24
604,392,18,3,1846.07,0.09
605,645,8,3,936.19,0.04
606,504,43,1,1758.21,0.25
607,755,35,3,1152.54,0.25
608,711,62,2,1965.96,0.1
609,747,9736,4,290.78,0.23
610,661,40,8,502.59,0.3
611,128,52,1,1470.74,0.18
612,701,9327,4,1479.99,0.27
613,343,59,-9,201.72,0.09
614,52,,2,1691.04,0.06
615,470,21,1,,0.03
616,375,46,1,1608.92,0.38
617,692,39,2,162.0,0.25
618,498,67,4,1645.48,0.29
619,261,9,2,669.7,0.2
620,178,66,5,822.11,0.01
621,550,47,4,635.31,
622,622,72,6,1336.95,0.17
623,518,6,2,93.04,0.37
624,526,68,10,418.21,0.11
625,521,61,2,,0.27
626,343,52,3,763.49,0.07
627,568,15,5,897.62,0.25
628,800,4,7,1209.3,0.38
629,291,78,2,524.12,0.19
630,575,44,2,852.85,0.14
631,769,12,-8,422.97,0.37
632,220,31,8,1590.23,0.01
633,426,14,3,30.17,0.04
634,674,8,1,1017.03,0.3
635,647,59,3,623.16,0.04
636,9081,4,6,318.99,0.12
637,582,73,5,829.56,0.15
638,149,44,7,116.1,0.07
639,463,14,6,1039.72,0.29
640,13,44,1,1420.73,0.32
641,9570,79,4,835.49,0.13
642,9163,20,5,1389.69,0.06
643,79,39,2,1676.01,0.35
644,270,16,-10,820.48,0.15
645,128,14,10,254.76,0.13
646,574,71,2,1937.8,0.09
647,576,14,6,1843.65,0.28
648,462,5,10,1490.96,0.32
649,9107,9,6,1527.04,0.16
650,276,7,4,433.52,0.4
651,619,30,4,789.4,
652,395,3,8,704.43,0.38
653,9546,11,6,,0.31
654,298,67,9,760.25,
655,666,32,1,1843.1,0.18
656,493,41,4,1618.84,0.33
657,721,55,5,1234.09,0.07
658,434,58,9,609.56,0.23
659,492,4,6,491.39,0.0
660,414,45,2,1914.7,0.25
661,782,55,9,993.14,0.29
662,338,32,8,1319.41,0.16
663,206,16,10,784.08,0.37
664,474,78,2,780.22,0.14
665,403,39,9,1389.45,
666,237,77,3,953.5,0.34
667,330,,1,661.89,0.25
668,114,8,2,833.48,0.34
669,84,18,1,98.52,0.3
670,587,80,9,1706.13,0.19
671,693,60,7,1712.88,0.38
672,544,71,7,430.58,0.03
673,736,29,7,527.29,0.05
674,68,53,1,1674.02,0.06
675,144,69,7,1611.06,0.36
676,329,22,10,831.88,0.1
677,786,70,2,153.4,0.31
678,512,62,6,1189.7,0.26
679,491,79,10,200.45,0.06
680,,9149,4,651.38,0.12
681,502,60,10,395.15,0.33
682,150,33,,151.61,0.19
683,364,51,7,,
684,44,47,9,1400.35,0.23
685,9483,15,9,1051.9,0.03
686,9136,9631,8,1690.68,0.22
687,628,56,7,,0.06
688,83,5,9,1538.32,
689,463,18,-3,1492.92,0.21
690,203,59,2,1961.32,0.31
691,227,,7,,0.33
692,259,9,-7,784.97,
693,,13,10,1891.01,0.33
694,19,79,10,1956.56,0.17
695,715,32,9,1871.22,0.13
696,278,8,5,996.4,0.16
697,119,43,6,1015.55,0.17
698,456,9243,,513.18,0.39
699,557,56,5,1654.5,0.05
700,677,47,6,1474.22,0.14
701,193,58,4,41.55,0.12
702,107,9583,6,1936.12,0.23
703,186,15,-9,1192.25,0.15
704,520,74,4,19.03,0.4
705,619,62,10,257.66,0.04
706,217,67,9,1354.87,0.35
707,525,14,4,1938.46,0.19
708,509,76,10,1700.06,0.38
709,318,36,8,808.97,0.36
710,305,58,2,1380.29,0.01
711,529,43,10,1482.84,0.18
712,775,29,7,1333.66,0.32
713,501,27,2,1613.71,0.34
714,27,1,,1169.82,0.06
715,602,78,6,1365.83,0.02
716,323,26,6,1618.68,0.11
717,494,63,10,662.83,
718,153,5,5,151.92,0.17
719,114,21,10,191.02,0.25
720,415,,3,1813.17,0.22
721,362,32,6,742.59,0.32
722,512,64,5,1846.25,0.09
723,9532,53,4,803.61,0.15
724,189,24,6,1898.05,0.27
725,739,9,3,82.15,0.08
726,118,49,4,1373.3,0.3
727,387,9345,4,54.66,0.03
728,239,60,8,1559.91,0.13
729,561,19,3,1387.47,0.21
730,567,7,,734.52,0.23
731,20,55,8,315.48,0.25
732,257,61,5,33.12,0.0
733,445,12,9,1215.29,0.38
734,151,52,-7,518.03,
735,397,9206,2,1381.5,0.39
736,148,60,2,1760.83,0.3
737,86,52,,175.77,0.25
738,709,66,8,1745.08,0.04
739,60,37,9,1160.07,0.29
740,336,9,10,,0.02
741,382,7,10,949.74,0.27
742,177,80,10,1582.16,0.19
743,614,55,8,1497.59,0.1
744,686,22,5,230.45,0.31
745,193,31,10,1535.86,0.35
746,389,69,7,1535.41,0.0
747,48,47,7,1034.84,0.03
748,411,22,-6,891.2,0.11
749,325,19,2,198.86,0.05
750,548,33,9,1221.33,0.27
751,121,65,8,,0.08
752,673,54,8,1327.08,0.05
753,496,71,3,1936.93,0.34
754,396,1,8,1917.03,0.19
755,81,59,1,1618.3,0.14
756,516,67,9,1051.85,0.38
757,9940,36,3,1445.48,0.23
758,446,24,,1975.8,0.23
759,541,37,4,846.75,0.32
760,140,17,-1,1932.35,0.32
761,9723,49,5,486.34,0.02
762,504,9,3,572.12,0.18
763,215,70,3,1117.41,0.2
764,638,66,4,710.51,0.13
765,181,44,9,1411.26,0.15
766,732,78,9,1005.5,
767,82,29,10,1083.09,0.35
768,213,56,5,257.92,0.18
769,347,24,7,1963.21,0.29
770,82,1,4,1648.64,0.11
771,249,44,3,1718.26,0.34
772,366,75,3,1553.02,0.09
773,24,40,1,1527.79,0.39
774,229,75,8,1300.23,0.12
775,432,37,4,1057.65,0.34
776,271,56,3,1424.79,0.25
777,9675,57,3,482.11,0.25
778,33,63,10,649.45,
779,121,31,2,1734.95,0.15
780,9689,9119,6,1638.13,0.08
781,503,22,6,1852.37,0.15
782,507,44,6,1952.64,0.01
783,85,57,5,1795.65,0.22
784,147,8,9,1292.25,0.2
785,190,12,8,594.32,0.12
786,784,80,1,1028.22,0.31
787,741,12,5,1756.72,0.11
788,23,74,2,1646.37,0.36
789,725,4,10,1826.63,0.04
790,609,12,4,1600.83,0.3
791,616,80,8,857.9,
792,170,80,4,1007.49,0.4
793,617,7,2,1158.9,0.27
794,605,5,4,388.43,0.16
795,642,52,2,1823.01,0.03
796,782,62,1,228.47,0.29
797,9504,56,9,952.12,0.16
798,669,59,7,1513.03,0.08
799,668,8,8,1953.22,0.39
800,9353,60,5,808.17,0.24
801,,,8,220.65,0.27
802,50,72,4,600.0,0.34
803,555,68,3,490.59,0.13
804,555,19,6,1486.68,0.14
805,25,28,3,1557.68,0.09
806,651,25,1,69.92,0.28
807,442,62,7,465.62,0.31
808,9266,52,5,14.72,0.04
809,320,28,2,831.07,0.15
810,623,22,6,686.68,0.28
811,389,65,4,1002.16,0.04
812,,44,7,1576.92,0.01
813,156,64,9,755.93,0.23
814,762,27,9,,0.31
815,9733,34,2,815.74,0.37
816,772,3,,1126.14,0.08
817,585,43,2,613.24,0.07
818,87,61,6,1690.26,0.05
819,736,9,5,615.54,0.23
820,420,28,7,560.6,0.29
821,14,60,3,1367.76,
822,278,73,5,351.59,0.28
823,555,26,9,1620.31,
824,142,54,8,1901.42,0.19
825,538,60,9,1581.84,0.11
826,78,39,7,1426.57,0.03
827,311,23,8,429.71,0.29
828,247,64,5,1121.34,0.34
829,349,32,3,177.66,0.26
830,600,8,7,1457.39,0.06
831,370,59,9,271.53,0.04
832,768,9047,4,977.4,0.31
833,594,29,1,1143.42,0.36
834,740,39,3,1233.3,0.14
835,137,55,5,184.18,0.24
836,42,25,3,126.72,0.17
837,680,33,-6,1905.13,0.09
838,265,6,2,868.2,0.14
839,572,26,10,1966.97,0.02
840,214,25,4,1985.85,0.05
841,144,29,6,1503.08,0.08
842,55,1,3,1311.69,0.1
843,202,16,9,425.03,0.11
844,13,35,10,1049.91,0.28
845,9668,70,5,742.21,0.28
846,228,60,5,65.08,0.08
847,543,47,3,1054.72,0.22
848,694,67,2,1388.3,0.01
849,372,11,3,666.59,
850,662,59,7,944.71,0.35
851,631,9540,6,374.47,0.06
852,694,57,7,459.57,0.24
853,762,37,6,400.78,0.19
854,754,60,7,446.79,0.3
855,175,,5,1130.74,0.24
856,310,71,1,1496.84,0.08
857,585,26,10,729.32,
858,203,64,-6,1278.81,0.22
859,589,39,4,1378.89,0.39
